340,5,True,1
359,7,True,1
356,6,True,1
373,7,True,1
304,4,True,1
366,7,True,1
324,7,True,1
352,7,True,1
324,4,True,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
295,5,True,1
362,6,True,1
344,6,True,1
290,5,True,1
344,4,True,0
330,5,True,1
330,5,True,1
335,5,True,1
340,5,True,1
328,8,True,1
324,7,True,1
296,4,True,1
296,4,True,1
368,6,True,1
272,4,True,1
280,4,True,1
300,5,True,1
268,4,True,1
368,8,True,1
272,6,True,1
324,4,True,0
355,5,True,0
335,5,True,1
446,6,True,0
405,5,True,0
225,5,False,0
360,5,True,0
410,5,True,0
350,5,True,0
245,5,True,0
355,5,True,0
285,5,True,1
290,5,True,1
330,5,True,1
338,6,True,1
345,7,True,1
345,5,True,1
340,4,True,0
395,5,True,0
325,5,True,1
366,7,True,1
340,4,True,0
305,5,True,1
324,7,True,1
302,6,True,1
384,8,True,1
344,8,True,1
352,4,True,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
225,5,False,0
386,6,True,0
380,6,True,0
345,5,True,1
472,8,True,0
345,5,True,1
134,6,True,1
312,4,True,0
345,5,True,1
93,7,True,1
134,6,True,1
345,5,True,1
384,8,True,1
345,5,True,1
93,7,True,1
148,4,True,1
384,8,True,1
148,4,True,1
148,4,True,1
148,4,True,1
134,6,True,1
345,5,True,1
148,4,True,1
345,5,True,1
345,5,True,1
134,6,True,1
345,5,True,1
134,6,True,1
384,8,True,1
345,5,True,1
93,7,True,1
148,4,True,1
134,6,True,1
134,6,True,1
134,6,True,1
93,7,True,1
134,6,True,1
134,6,True,1
134,6,True,1
134,6,True,1
134,6,True,1
384,8,True,1
134,6,True,1
134,6,True,1
148,4,True,1
148,4,True,1
345,5,True,1
93,7,True,1
148,4,True,1
148,4,True,1
148,4,True,1
384,8,True,1
345,5,True,1
93,7,True,1
134,6,True,1
148,4,True,1
345,5,True,1
148,4,True,1
134,6,True,1
93,7,True,1
134,6,True,1
148,4,True,1
345,5,True,1
384,8,True,1
384,8,True,1
148,4,True,1
134,6,True,1
384,8,True,1
345,5,True,1
384,8,True,1
345,5,True,1
93,7,True,1
384,8,True,1
134,6,True,1
148,4,True,1
93,7,True,1
134,6,True,1
345,5,True,1
384,8,True,1
134,6,True,1
148,4,True,1
384,8,True,1
345,5,True,1
93,7,True,1
93,7,True,1
384,8,True,1
93,7,True,1
93,7,True,1
93,7,True,1
134,6,True,1
345,5,True,1
148,4,True,1
384,8,True,1
384,8,True,1
134,6,True,1
345,5,True,1
148,4,True,1
134,6,True,1
93,7,True,1
93,7,True,1
345,5,True,1
134,6,True,1
345,5,True,1
93,7,True,1
93,7,True,1
148,4,True,1
148,4,True,1
93,7,True,1
384,8,True,1
384,8,True,1
93,7,True,1
345,5,True,1
134,6,True,1
384,8,True,1
134,6,True,1
134,6,True,1
345,5,True,1
93,7,True,1
148,4,True,1
345,5,True,1
93,7,True,1
345,5,True,1
134,6,True,1
345,5,True,1
134,6,True,1
148,4,True,1
93,7,True,1
134,6,True,1
384,8,True,1
384,8,True,1
93,7,True,1
148,4,True,1
134,6,True,1
134,6,True,1
300,5,True,1
304,8,True,1
416,8,True,1
276,4,True,1
260,6,True,0
345,5,True,1
345,5,True,1
100,7,True,1
380,6,True,0
145,5,True,1
134,6,True,1
120,8,True,1
107,7,True,1
148,4,True,1
134,6,True,1
134,6,True,1
120,8,True,1
134,6,True,1
120,8,True,1
148,4,True,1
145,5,True,1
107,7,True,1
145,5,True,1
120,8,True,1
120,8,True,1
148,4,True,1
145,5,True,1
120,8,True,1
107,7,True,1
148,4,True,1
148,4,True,1
107,7,True,1
148,4,True,1
107,7,True,1
107,7,True,1
148,4,True,1
148,4,True,1
148,4,True,1
145,5,True,1
134,6,True,1
107,7,True,1
120,8,True,1
120,8,True,1
134,6,True,1
145,5,True,1
120,8,True,1
429,7,True,0
145,5,True,1
145,5,True,1
134,6,True,1
96,8,True,1
144,4,True,1
96,8,True,1
96,8,True,1
422,7,True,0
145,5,True,1
100,7,True,1
100,7,True,1
134,6,True,1
100,7,True,1
134,6,True,1
145,5,True,1
96,8,True,1
100,7,True,1
100,7,True,1
148,4,True,1
100,7,True,1
145,5,True,1
134,6,True,1
148,4,True,1
96,8,True,1
96,8,True,1
148,4,True,1
145,5,True,1
145,5,True,1
148,4,True,1
145,5,True,1
148,4,True,1
145,5,True,1
148,4,True,1
100,7,True,1
96,8,True,1
148,4,True,1
134,6,True,1
134,6,True,1
96,8,True,1
148,4,True,1
145,5,True,1
145,5,True,1
145,5,True,1
134,6,True,1
145,5,True,1
145,5,True,1
148,4,True,1
145,5,True,1
107,7,True,1
148,4,True,1
148,4,True,1
384,8,True,1
107,7,True,1
145,5,True,1
145,5,True,1
145,5,True,1
148,4,True,1
384,8,True,1
384,8,True,1
384,8,True,1
134,6,True,1
148,4,True,1
107,7,True,1
134,6,True,1
107,7,True,1
148,4,True,1
107,7,True,1
148,4,True,1
145,5,True,1
145,5,True,1
384,8,True,1
145,5,True,1
145,5,True,1
134,6,True,1
134,6,True,1
145,5,True,1
134,6,True,1
148,4,True,1
148,4,True,1
384,8,True,1
148,4,True,1
107,7,True,1
148,4,True,1
134,6,True,1
134,6,True,1
107,7,True,1
145,5,True,1
148,4,True,1
384,8,True,1
384,8,True,1
148,4,True,1
107,7,True,1
